text	lable
عقوبة الإعدام .. ضرورية أم لا	1
يجب على هيئة المحلفين أن تأخذ في الاعتبار ظروف ارتكاب جريمة	1
عقوبة الإعدام توفر الكثير من التمويل الحكومي الذي يضيع في الحفاظ على هؤلاء المجرمين المتشددين	1
عقوبة الإعدام تحد من إلهام وآفاق جرائم الكراهية الأخرى	1
عقوبة الإعدام تحمي المجتمع من المجرمين المتشددين	1
القوانين الصارمة ، مثل عقوبة الإعدام ، ضرورية في المجتمع	1
القصاص هو وسيلة لمواجهة المجرمين	0
أحمد قتل خالد البارحة	0
هي استراحة جيدة أو سيئة بعد المدرسة الثانوية للطلاب	1
استراحة من الدراسة بين الدراسة الثانوية والجامعية في بعض البلدان تعتبر مضيعة للوقت	1
أن بعض الطلاب يستغلون هذا الوقت لإعداد الدورة الجامعية المطلوبة	1
إن الاسترخاء لمدة عام لعقول الشباب سيمنحهم تغييرًا جوهريًا	1
التوقف لمدة عام واحد مفيد للشباب بعد إنهاء دراستهم الثانوية	1
تعد الدراسات جزءًا أساسيًا من الحياة	0
الحياة صعبة بعض الشي على الطلاب	0
يعاني الكثير من الطلاب في المواصلات في سوريا	0
العمل غير المأجور للطلاب	1
بعض الشركات تستغل الطلاب للعمل لديهم بدون أجر	1
قد يكون لدى الطلاب فكرة قليلة عن التحديات الحقيقية أو الموقف الحقيقي عندما يدخلون سوق العمل بعد التخرج	1
يمكن للطلاب تعلم خبرات لا تقدر بثمن خلال فترة العمل في المؤسسات التي تم تكليفهم بها	1
المقال هو مناقشة ما يمكن للطلاب والمؤسسات الاستفادة منه من النشاط الذي يرسله الطلاب من مدارسهم للعمل في شركات بدون رواتب	0
الطلاب يمكنهم العمل ضمن بيئة الشركة	0
دفع المزيد من المال هو الدافع الوحيد لجعل الموظفين يعملون بجد أكبر	1
يمكن أن يؤدي توفير بيئة أكثر أمانًا وراحة للعمال إلى زيادة إنتاجيتهم بشكل أساسي لأنهم سيشعرون بمزيد من الرعاية وبالتالي يبذلون قصارى جهدهم لرؤسائهم	1
لا شك أن الزيادة أو الترقية يمكن أن ترفع الروح المعنوية في أماكن العمل	1
أعتقد أن خلق بيئة عمل ممتعة أمر أكثر واقعية وأساسيًا إذا كان المرء يرغب في زيادة الإنتاجية وتحسين أداء الموظفين	1
يتحمل معلمو المدارس الإعدادية مسؤولية كبيرة ليس فقط عن الحياة الخاصة للطلاب أثناء مرورهم بمرحلة المراهقة ولكن أيضًا عن عملهم المدرسي نظرًا لحقيقة أنها مرحلة مهمة بالنسبة لهم للدراسة الجادة والالتحاق بالمدرسة الثانوية	0
تقدم الشركة غرفًا للاستجمام وإجازات شخصية إضافية لعمالها لتنمية قوة عاملة أكثر استرخاءً وداعمة	0
يمكن لأصحاب العمل التأكد من أن الموظفين يمكنهم في الواقع التركيز والتركيز على مشاريعهم بدلاً من التفكير في أطفالهم أو الشعور بالضغط	0
الأحداث الرياضية تخفف التوترات الدولية وتطلق المشاعر الوطنية	1
الأحداث ربما لا تزيل المأسي التي ترتكبها بعض الدول في دول أخرى	1
كانت الحاجة إلى التجمع في مكان واحد والاستمتاع بالمنافسة مع الموهوبين الآخرين من مختلف الثقافات من خلال الألعاب الشعبية دائمًا دافعًا قويًا	1
من المتفق عليه أن الألعاب الرياضية واسعة النطاق تجعل الناس يركزون على المسابقات الجذابة بدلاً من النزاعات الدولية	1
يمكن للأشخاص الذين يعيشون في البلدان المتضررة بشدة أن ينسوا البيئة القاتمة وأن يحافظوا على صلة مع بقية العالم من خلال الاستماع إلى الأحداث الرياضية الدولية	1
الأحداث الرياضية العالمية تشارك بقوة في دفع الناس في النهاية نحو الصداقة والسلام	1
عندما تم تنظيم كأس العالم لكرة القدم في جنوب إفريقيا ، ملأ مواطنوها الملاعب وهللوا ولوحوا بالأعلام الوطنية لدعم منتخبهم الوطني في الملعب	0
تم عزف الأغاني الوطنية والتقليدية لجنوب إفريقيا في الشوارع طوال الليل	0
يجب على الحكومة بذل المزيد من الجهود لتعزيز مصادر الطاقة البديلة	1
المصدر الرئيسي للطاقة اليوم هو الماء	1
إذا شجعت الحكومة على استخدام الطاقة النووية أو الشمسية أو طاقة الرياح	1
تطلق المصادر الأكثر استخدامًا حاليًا لتوليد الطاقة كمية كبيرة من الغازات في الغلاف الجوي مما يزيد من ظاهرة الاحتباس الحراري	1
تتطلب الزيادة السكانية والتقدم التكنولوجي طاقة أكثر مما كانت عليه في الماضي	0
استخدام الموقد الشمسي بدلاً من الطباخ الكهربائي سيقلل بالتأكيد من ظاهرة الاحتباس الحراري	0
يُعتقد أن هناك موارد أخرى متنوعة مثل الطاقة النووية والشمسية وهي وفيرة وصديقة للبيئة	0
يجب أن تكون الحكومات مسؤولة عن مساعدة العاطلين عن العمل والمشردين	1
أميل إلى الاعتقاد بأنها مسؤولية هؤلاء المواطنين المحرومين وليس الحكومة لمساعدتهم	1
جب أن تحظى معالجة البطالة بأولوية منخفضة	1
إذا تمكنوا من الحصول على مساعدة مالية مجانية من الحكومة فقد ينتهي بهم الأمر دون أي دافع للعمل على الإطلاق	1
هذا لا يعني أنه يجب علينا ترك أولئك الذين يحتاجون إلى المساعدة وشأنهم	1
من الواضح أن البطالة مشكلة عالمية	0
خالد وأحمد أشخاص عاطلين عن العمل	0
محمد وسامر ليسوا أذكياء في خلق عمل لهم	0
العمل يتطلب جهد يقوم به الشخص	0
الوظيفة الحقيقية للجامعة	1
سرعان ما أصبحت الجامعات الأماكن المناسبة للذهاب إليها عندما يسعى الناس إلى زيادة تطوير خبراتهم	1
توجد بعض الدورات التدريبية التي لها آثار مباشرة على البحث عن عمل وجوانب أخرى في الحياة اليومية	1
تعتبر الجامعات والمؤسسات التي تتجمع فيها موارد تعليمية وفيرة. لذلك ، ليس من الضروري تقديم دورة أو نوع معين من التدريب للطلاب من قبل الجامعة	1
الجامعات هي منظومة تدريسة عظيمة	0
طلاب الجامعات هم واجهة المجتمع	0
يجب بناء حدائق الحيوان لحماية الحيوانات الريفية	1
الحيوانات محرومة من الحرية نتيجة البقاء في حدائق الحيوان	1
من حق الأنواع البرية أن تعيش في بيئة بعيدة عن البشر	1
الحياة البرية سيتم الاعتناء بها جيدًا من قبل المتخصصين	1
يجب أن تعيش الحيوانات في موائل طبيعية بدلاً من حدائق الحيوان	1
من مسؤوليتنا خلق بيئة طبيعية وآمنة للحيوانات لتعيش فيها	1
الأنواع المهددة بالانقراض المحفوظة في حدائق الحيوان لن تموت أبدًا من الصيد غير القانوني	1
الأسد هو ملك الغابة	0
الحمار هو نوع من الثديات	0
الخفاش طائر من الثديات	0
سامي هو نوع من الحيوانات	0
الاسكندر المقدوني كان ملكاً	0
